장,조,내용
제 1 장 총칙,제1조 (목적),이 약관은 ㈜스마일게이트알피지(이하 '회사')가 온라인으로 제공하는 게임 로스트아크 및 이에 부수된 제반 서비스(이하 “게임서비스”)에 사용되는 로열 크리스탈의 이용조건 및 절차에 관한 사항을 규정함을 목적으로 합니다.
제 1 장 총칙,제2조 (용어의 정의),"1. 스토브: 홈페이지(http://www.onstove.com/)를 통해 게임서비스 플랫폼을 운영하는 ㈜스마일게이트스토브를 말하며, 회사는 스토브의 회원들을 대상으로 회원가입 후 게임서비스를 제공합니다."
제 1 장 총칙,제2조 (용어의 정의),"2. 로열 크리스탈: 회사가 제공하는 유료서비스를 이용하기 위해 회원이 구매하는 가상의 화폐를 말하며, 현금 1 원은 1 로열 크리스탈과 동일한 가치를 지닙니다. 로열 크리스탈은 회원 계정(ID)을 기준으로 충전, 결제, 환불 등이 가능합니다."
제 1 장 총칙,제2조 (용어의 정의),3. 충전: 충전은 유료충전과 무료충전 두 가지가 있습니다.
제 1 장 총칙,제2조 (용어의 정의),"3. 충전: 충전은 유료충전과 무료충전 두 가지가 있습니다.가. 유료충전은 스토브 혹은 회사에서 제공하는 결제수단을 통해 일정 금액 단위로 로열 크리스탈을 구입하는 것을 말합니다. 이때 구입한 로열 크리스탈을 유료 로열 크리스탈이라고 하며, 유료 로열 크리스탈은 회원의 계정에 저장됩니다."
제 1 장 총칙,제2조 (용어의 정의),"3. 충전: 충전은 유료충전과 무료충전 두 가지가 있습니다.나. 무료충전은 회사가 이벤트 및 설문 참여, 쿠폰입력 등을 통해 무료로 로열 크리스탈을 충전하는 것을 말합니다. 해당 방식으로 충전된 로열 크리스탈을 무료 로열 크리스탈이라고 합니다."
제 1 장 총칙,제3조 (약관의 효력 및 변경),1. 본 약관의 내용은 홈페이지(http://lostark.game.onstove.com) 및 서비스 화면에 이를 안내하는 방법으로 회원에게 공지함으로써 효력이 발생됩니다.
제 1 장 총칙,제3조 (약관의 효력 및 변경),"2. '회사' 는 본 약관의 내용에 있어 합리적인 변경 사유가 발생할 시, 이를 변경할 수 있습니다."
제 1 장 총칙,제3조 (약관의 효력 및 변경),"3. 본 약관에 명시되지 않은 사항에 대해서는 전기통신기본법, 전기통신사업법, 정보통신망이용촉진등에 관한 법률 및 기타 관련 법령의 규정에 따릅니다."
제 1 장 총칙,제3조 (약관의 효력 및 변경),"4. 회사는 필요하다고 인정되는 경우 이 약관을 변경할 수 있습니다. 회사는 약관이 변경되는 경우에 변경된 약관의 내용과 적용일을 정하여, 그 적용일로부터 7일전 홈페이지에 온라인으로 공시합니다. 다만, 이용자에게 불리하게 약관 내용을 변경하는 경우에는 적용일로부터 30일전 홈페이지에 온라인으로 공시합니다. 변경된 약관은 공시하거나 고지한 적용일로부터 효력이 발생합니다."
제 1 장 총칙,제4조 (로열 크리스탈의 충전),"1. 로열 크리스탈의 충전은 신용카드, 휴대폰 결제, 도서문화상품권, 문화상품권, 해피머니 상품권, 실시간 계좌이체, 편의점 결제 등 스토브 및 회사에서 제공하는 결제방식을 이용한 유료충전과 이벤트 및 설문 참여 등을 이용한 무료충전을 통해서 가능합니다. 단, 스토브 회원 가입 경로에 따라 충전 수단이 달라질 수 있습니다."
제 1 장 총칙,제4조 (로열 크리스탈의 충전),"2. 로열 크리스탈 충전은 스토브 및 회사의 내부 정책에 의해 제공되는 단위로 충전할 수 있습니다. 다만, 선택된 결제수단 별로 충전단위가 상이할 수 있습니다. 또한 스토브 및 회사는 정책에 따라 월 충전 한도를 제한할 수 있으며, 이 때 결제 수단 운영회사나 정부의 방침 등에 따라 각 결제수단별로 별도의 결제한도가 부여될 수 있습니다."
제 1 장 총칙,제4조 (로열 크리스탈의 충전),3. 로열 크리스탈 충전을 제공하는 사업자가 별도로 있는 경우 회원은 해당 충전수단을 이용하기 전에 각 사업자가 제시하는 절차를 이행하여야 합니다. 회사의 유료 서비스를 구매할 때에는 해당 충전수단을 제공하는 사업자가 제시하는 절차 이행 및 이용약관에 동의한 것으로 간주합니다.
제 1 장 총칙,제4조 (로열 크리스탈의 충전),"4. 만 19세 미만의 미성년자인 회원이 신용카드, 휴대폰 결제 등의 후불제 또는 포인트류, 실시간 계좌이체를 이용하여 로열 크리스탈을 충전할 때에는 법정대리인의 동의를 받아야 합니다. 결제수단 운영회사나 정부의 방침 등에 따라 각 결제수단별로 결제한도가 부여될 수 있으며, 또한 스토브 및 회사는 특정 결제수단의 결제한도를 부여할 수 있습니다."
제 1 장 총칙,제4조 (로열 크리스탈의 충전),"5. 제4항의 미성년자 결제에 대한 동의를 위해 법정대리인은 회사의 안내에 따라 휴대폰인증의 방법으로 동의할 수 있으며, 법정대리인의 동의가 완료된 이후 회사는 법정대리인에게 이메일을 통해 결제 동의사실 및 그 내역에 대해 고지합니다. 미성년자인 회원이 그 법정대리인의 동의를 받지 않고 요금결제 등 의무부담행위를 한 경우, 미성년자인 회원 또는 그 미성년자의 법정대리인은 관련법령에 따라 해당 계약을 취소할 수 있습니다. 단, 미성년자의 사술로 인한 경우 및 법정대리인이 처분을 허락한 재산의 경우는 제외됩니다."
제 1 장 총칙,제4조 (로열 크리스탈의 충전),"6. 제4항의 미성년자 결제 동의유효기간에 대해 미성년자의 법정대리인은 회사의 안내에 따라 ""1개월/6개월/1년/3년/5년"" 의 유효기간 중 선택 할 수 있으며, 회사는 법정대리인이 선택한 동의유효기간 만료시점으로부터 30일 전/후에 각각 법정대리인에게 이메일을 통해 통지하여 동의연장여부를 확인하며, 이에 대해 법정대리인의 동의철회 요구 등이 없을 경우 동의유효기간은 동일한 조건으로 자동 연장됩니다. 단. 법정대리인이 동의유효기간으로 1개월을 선택한 경우, 회사는 법정대리인에게 그 동의유효기간 만료시점 7일 전/후에 각각 고지합니다."
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다."
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.가. 실명이 아닌 경우​"
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.나. 타인의 명의를 이용 또는 도용하여 결제하는 경우.​"
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.다. 필수적 기재사항을 누락 또는 잘못 기재하였거나 필수적 절차가 미비한 경우."
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.라. 이용 요금을 납부하지 않거나 납부자를 확인할 수 없는 경우. ​"
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.마. 만 19 세 미만의 미성년자가 법정대리인의 동의 없이 신청한 경우."
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.바. 명의자의 동의나 승낙 없이 결제 수단을 도용하여 이용요금을 결제한 경우​"
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),"1. 회사는 다음의 각 항에 해당하는 결제에 대해서는 승인을 하지 않거나, 추후 해당 승인을 취소할 수 있습니다.사. 기타 결제자의 귀책사유로 승인이 불가능하다고 판단되는 경우."
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),2. 회사는 다음의 각 항에 해당하는 경우에는 결제에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),2. 회사는 다음의 각 항에 해당하는 경우에는 결제에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.가. 결제 서비스 설비가 부족하여 만족스러운 결제 서비스를 제공할 수 없다고 판단될 경우.
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),2. 회사는 다음의 각 항에 해당하는 경우에는 결제에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.나. 결제 서비스 상의 장애가 발생한 경우.
제 1 장 총칙,제5조 (로열 크리스탈 결제에 대한 승인),2. 회사는 다음의 각 항에 해당하는 경우에는 결제에 대한 승인 제한 사유가 해소될 때까지 승인을 제한할 수 있습니다.다. 그 밖에 위 각호에 준하는 사유로서 결제의 승인이 곤란한 경우
제 1 장 총칙,제6조 (로열 크리스탈의 사용),1. 회원은 로열 크리스탈의 결제 및 이용 내역 등을 로스트아크 홈페이지>충전/사용내역에서 확인할 수 있습니다.
제 1 장 총칙,제6조 (로열 크리스탈의 사용),"2. 회사의 게임서비스의 중대한 하자에 의해 콘텐츠가 손상, 훼손, 삭제되었거나 불량했을 경우 회사의 판단에 따라, 회원은 로열 크리스탈의 재충전, 또는 해당 콘텐츠의 복원 등으로 보상 받을 수 있습니다."
제 1 장 총칙,제6조 (로열 크리스탈의 사용),3. 회원이 보유한 로열 크리스탈에 대한 이자수익은 발생하지 않습니다.
제 1 장 총칙,제6조 (로열 크리스탈의 사용),"4. 회원이 제9조에 의한 로열 크리스탈 충전에 대한 청약철회 또는 제11조에 의한 청약철회 신청을 한 경우, 회사는 해당 신청과 관련된 로열 크리스탈의 회수 또는 삭제된 날로부터 3영업일 이내에 본 약관에서 정한 바에 따라 대금을 지급합니다. 이 경우 회사가 대금지급을 지연한 때에는 그 지연기간에 대하여 「전자상거래 등에서의 소비자보호에 관한 법률」에서 정한 이율을 곱하여 산정한 지연이자를 지급합니다."
제 1 장 총칙,제6조 (로열 크리스탈의 사용),"5. 회원이 로열 크리스탈로 유료서비스를 구매할 경우, 먼저 충전한 로열 크리스탈이 소진되는 선입선출 방식을 따릅니다. 단, 무료 로열 크리스탈과 유료 로열 크리스탈이 있을 경우, 무료 로열 크리스탈이 우선적으로 사용됩니다. (이를 알기 쉽게 표기 하자면, ‘무료 로열 크리스탈 > 먼저 충전된 유료 로열 크리스탈 > 나중에 충전된 유료 로열 크리스탈’의 순으로 소진 및 사용됩니다.)"
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회가. 본 약관에 따라 유료서비스를 구매한 회원은 해당 유료서비스를 전혀 사용하지 아니하였을 경우에 한하여 당해 유료서비스의 결제일로부터 7일 이내에 홈페이지, 고객센터 문의 등을 통해 회사에 청약철회를 신청할 수 있습니다. 단, 회원은 해당 유료서비스의 내용이 표시 광고 내용과 다르거나 계약 내용과 다르게 이행된 경우에는 해당 유료서비스를 공급받은 날로부터 3개월 내지, 그 사실을 안 날 또는 알 수 있었던 날로부터 30일 이내에 청약철회 등을 할 수 있습니다."
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.1) 청약철회 가능한 기간(결제일로부터 7일 이내)이 경과한 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.2) 회원에게 책임이 있는 사유로 재화 등이 멸실 되거나 훼손된 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.3) 회원이 재화를 사용 또는 일부 소비한 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.4) 시간이 지나 다시 판매하기 곤란할 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.5) 복제 가능한 재화 등의 포장을 훼손한 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),1. 유료서비스의 청약철회나. 회원은 다음 각 목의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.6) 그 밖에 거래의 안전을 위하여 법령으로 정하는 경우
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회다. 회사는 회원이 유료서비스를 구매하기 전 이용 화면 등에 아래 각 목의 사항을 회원이 알 수 있도록 안내하며, 나.호의 청약철회가 제한되는 서비스는 그 사실을 회원의 착오 구매를 방지하기 위하여 해당 서비스에 대하여 안내합니다."
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회다. 회사는 회원이 유료서비스를 구매하기 전 이용 화면 등에 아래 각 목의 사항을 회원이 알 수 있도록 안내하며, 나.호의 청약철회가 제한되는 서비스는 그 사실을 회원의 착오 구매를 방지하기 위하여 해당 서비스에 대하여 안내합니다.1) 유료서비스명 또는 유료 게임아이템의 제목"
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회다. 회사는 회원이 유료서비스를 구매하기 전 이용 화면 등에 아래 각 목의 사항을 회원이 알 수 있도록 안내하며, 나.호의 청약철회가 제한되는 서비스는 그 사실을 회원의 착오 구매를 방지하기 위하여 해당 서비스에 대하여 안내합니다.2) 가격, 결제 방식, 청약 철회 및 해지 가능 여부 등 거래조건"
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회라. 청약철회는 회원이 구매내역 페이지, 고객센터 1:1 문의, 전자우편 등의 방법으로 할 수 있으며, 회사에 의사를 표시하여 회사에 도달될 때 그 효력이 발생하고, 회사는 회원의 의사표시를 수령한 후 지체 없이 이러한 사실을 회원에게 회신합니다."
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"1. 유료서비스의 청약철회마. 회사는 회원의 본 조에 따라 청약철회에 응하는 경우, 회원의 계정으로 해당 청약철회 대상 이용요금을 로열 크리스탈로 전환하여 드립니다."
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),2. 유료서비스의 로열 크리스탈 전환신청
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),2. 유료서비스의 로열 크리스탈 전환신청가. 회원은 로열 크리스탈로 구매한 유료서비스에 대하여 다음과 같이 로열 크리스탈로 전환신청할 수 있습니다.
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"2. 유료서비스의 로열 크리스탈 전환신청가. 회원은 로열 크리스탈로 구매한 유료서비스에 대하여 다음과 같이 로열 크리스탈로 전환신청할 수 있습니다.1) 기간정량 상품: 기간정량 상품 가액에서 이용요금[[사용시간(단위: 시간)*시간당 이용요금] 또는 [사용일수*1일 사용료] 중 서비스 이용에 상응하는 금액]을 공제한 후 로열 크리스탈로 전환됩니다. (단, 무료 로열 크리스탈로 구매한 유료서비스에 대하여는 전환신청되지 아니합니다)"
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),2. 유료서비스의 로열 크리스탈 전환신청가. 회원은 로열 크리스탈로 구매한 유료서비스에 대하여 다음과 같이 로열 크리스탈로 전환신청할 수 있습니다.2) 부가서비스: 한번 구매하고 적용되면 그 효용이 모두 소진되는 상품의 특성상 부가서비스를 사용하지 않은 경우에 한하여 로열 크리스탈로 전환됩니다.
제 1 장 총칙,제 7조 (유료서비스의 청약철회 또는 로열 크리스탈 전환신청),"2. 유료서비스의 로열 크리스탈 전환신청가. 회원은 로열 크리스탈로 구매한 유료서비스에 대하여 다음과 같이 로열 크리스탈로 전환신청할 수 있습니다.3) 게임아이템: 구매 후 7일 이내이며, 미사용 상태에서 게임 내 보관함에 보유하고 있고, 회사가 청약철회가 가능한 상품으로 별도 고지한 경우에 한하여 로열 크리스탈로 전환됩니다."
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),상법 제64조 상사시효에 근거하여 로열 크리스탈 서비스의 최종 이용일로부터 이용내역 없이 60개월이 경과한 경우 잔여 로열 크리스탈은 자동으로 소멸됩니다.
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)1. 회원은 로열 크리스탈 충전일로부터 7일 이내에는 청약의 철회를 할 수 있습니다.
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.가. 회원이 충전한 로열 크리스탈을 일부 사용한 경우
