장,조,내용
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)2. 회원은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 의사에 반하여 제1항에 따른 청약철회 등을 할 수 없습니다.나. 그 밖에 거래의 안전을 위하여 법령으로 정하는 경우
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)3. 회사는 제2항에 따라 청약철회 등이 불가능한 경우에는 그 사실을 회원이 쉽게 알 수 있도록 안내하여 청약철회 등의 권리 행사가 방해 받지 아니하도록 조치하여야 합니다. 만약 회사가 이러한 조치를 하지 아니한 경우에는 제2항의 청약철회 불가 사유에도 불구하고 회원은 청약철회를 할 수 있습니다.
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),"​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)4. 회원은 제1항 및 제2항에도 불구하고 로열 크리스탈의 내용이 표시광고의 내용과 다르거나 계약내용과 다르게 이행된 경우에는 그 로열 크리스탈을 공급받은 날부터 3개월 이내, 그 사실을 안 날 또는 알 수 있었던 날부터 30일 이내에 청약철회를 할 수 있습니다."
제 1 장 총칙,제 8 조 (로열 크리스탈의 소멸),"​제 9 조 (로열 크리스탈 충전에 대한 청약 철회)5. 회원은 로스트아크 공식홈페이지>충전/사용내역에서 청약철회 신청이 가능하며, 회사의 고객센터 1:1 문의를 통해서도 청약철회를 신청 할 수 있습니다."
제 1 장 총칙,제 10 조  (청약 철회 등의 효과),1. 회원이 제9조에 의한 청약철회를 한 경우 회사는 지체없이 회원의 로열 크리스탈을 회수 또는 삭제하고 로열 크리스탈을 회수 또는 삭제한 날로부터 3영업일 이내에 지급받은 대금을 환불합니다.
제 1 장 총칙,제 10 조  (청약 철회 등의 효과),2. 이 경우 회사가 회원에게 환불을 지연한 때에는 그 지연기간에 대하여 전자상거래 등에서의 소비자보호에 관한 법률 및 시행령에서 정하는 이율을 곱하여 산정한 지연이자를 지급합니다.
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.가. 회원이 게임서비스의 중지(또는 계약의 해지)를 요청한 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.나. 회원의 귀책사유나 약관 위반으로 인하여 게임서비스 이용이 중지된 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.다. 다른 고객 또는 제3자로부터 선물을 받아 적립된 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.라. 무료 로열 크리스탈의 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.마. 결제 도용 등과 같이 불법적인 수단으로 적립된 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.바. 회원이 환불 처리에 필요한 정보 내지 자료를 회사에 제공하지 않는 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),1. 회원은 제9조의 청약철회가 불가능한 경우에도 제8조에 따라 소멸되지 않은 로열 크리스탈이 남아 있는 경우에는 아래 각 호 경우를 제외하고는 현금으로 환불을 받을 수 있습니다.사. 본 약관이나 개별 이용권 구매페이지 등에서 별도로 금지 사유로 규정하는 사항에 해당하는 경우
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"2. 로열 크리스탈의 환불은 다음 각 호에 해당하는 경우, 회원이 회사가 정한 방식으로 환불 신청을 하면, 회사는 회사의 환불 절차를 통하여 환불대상 금액의 10% 또는 1,000원 중 큰 금액을 제한 나머지 금액을 환불 받게 되고, 환불대상 금액이 1,099원 이하인 경우에는 환불 받으실 수 없습니다. 단, 회사의 귀책사유가 있는 경우에는 환불수수료가 공제되지 않습니다."
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"2. 로열 크리스탈의 환불은 다음 각 호에 해당하는 경우, 회원이 회사가 정한 방식으로 환불 신청을 하면, 회사는 회사의 환불 절차를 통하여 환불대상 금액의 10% 또는 1,000원 중 큰 금액을 제한 나머지 금액을 환불 받게 되고, 환불대상 금액이 1,099원 이하인 경우에는 환불 받으실 수 없습니다. 단, 회사의 귀책사유가 있는 경우에는 환불수수료가 공제되지 않습니다.가. 로열 크리스탈을 충전했으나, 로열 크리스탈을 사용할 수 있는 서비스가 전무하여 그에 대한 책임이 전적으로 회사에 있는 경우. (단, 서비스 점검이 불가피하여 사전에 공지한 경우 등은 제외)"
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"2. 로열 크리스탈의 환불은 다음 각 호에 해당하는 경우, 회원이 회사가 정한 방식으로 환불 신청을 하면, 회사는 회사의 환불 절차를 통하여 환불대상 금액의 10% 또는 1,000원 중 큰 금액을 제한 나머지 금액을 환불 받게 되고, 환불대상 금액이 1,099원 이하인 경우에는 환불 받으실 수 없습니다. 단, 회사의 귀책사유가 있는 경우에는 환불수수료가 공제되지 않습니다.나. 결제수단을 이용하여 충전을 하였으나 로열 크리스탈이 충전되지 않은 경우, 결제내역 취소가 안되어 환불을 요청하는 경우"
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"2. 로열 크리스탈의 환불은 다음 각 호에 해당하는 경우, 회원이 회사가 정한 방식으로 환불 신청을 하면, 회사는 회사의 환불 절차를 통하여 환불대상 금액의 10% 또는 1,000원 중 큰 금액을 제한 나머지 금액을 환불 받게 되고, 환불대상 금액이 1,099원 이하인 경우에는 환불 받으실 수 없습니다. 단, 회사의 귀책사유가 있는 경우에는 환불수수료가 공제되지 않습니다.다. 기타 소비자 보호를 위해 회사에서 따로 정하는 경우"
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"3. 회원이 로스트아크 게임서비스 이용계약 해지 시 충전된 로열 크리스탈이 남아 있는 경우, 이를 환불 신청하거나 이용계약 해지 신청 전에 소진하여야 합니다. 회사가 회원의 이용계약 해지 시 잔여 로열 크리스탈 정보를 안내하고 회원에게 해당 로열 크리스탈의 환불 의사 유무를 확인하였음에도 불구하고 회원이 환불 요청 없이 스스로 서비스 이용계약을 해지한 경우, 회사는 해당 회원의 잔여 로열 크리스탈에 관한 정보를 삭제할 수 있으며, 회사는 이와 같은 삭제된 잔여 로열 크리스탈의 복구 등에 대한 일체의 책임을 부담하지 아니합니다."
제 1 장 총칙,제11조 (로열 크리스탈의 환불),4. 현행법령 및 중대한 약관 위반 등 회원의 귀책사유로 이용계약을 해지하는 경우 환불이 제한될 수 있습니다.
제 1 장 총칙,제11조 (로열 크리스탈의 환불),5. 회사는 회사의 서비스 또는 시스템 상의 문제로 구매 또는 사용 과정에서 회원이 해당 구매 아이템 또는 서비스를 제공 받지 못한 경우 로열 크리스탈로 전환 또는 동일한 아이템을 제공합니다.
제 1 장 총칙,제11조 (로열 크리스탈의 환불),6. 회원은 게임서비스의 고객센터를 통해 취소 및 환불요청 신청이 가능하며 회사는 회원의 환불 신청이 정당한 사유가 있음으로 판명된 회원에게 환불합니다.
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"7. 주민등록법 위반행위, 저작권법 위반행위, 컴퓨터프로그램보호법 위반행위, 게임산업진흥에관한법률 위반행위, 정보통신망법 위반행위 등 중대한 불법행위 또는 게임내 사기, 반복적 버그 악용, 운영자 사칭 등 게임 운영에 심각한 악영향을 미치는 행위를 한 것으로 판단되는 회원의 계정 및 아이디 이용을 제한하거나 해당 회원과의 계약을 해지하는 경우, 회사는 회원의 환불 신청에 응하지 않을 수 있습니다. 다만, 회원이 중대한 불법행위 또는 게임 운영에 심각한 악영향을 미치는 행위를 하지 않았다는 것을 소명하는 경우에는 그러하지 않습니다."
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"8. 로열 크리스탈의 환불은, 로스트아크 가입 회원의 명의와 환불 계좌번호의 명의가 동일할 경우에만 환불이 가능합니다."
제 1 장 총칙,제11조 (로열 크리스탈의 환불),"9. 로열 크리스탈의 환불은 총 잔액 전체에 대한 환불신청만 가능하며, 잔여액의 일부만 환불 신청하는 것은 불가능 합니다."
제 1 장 총칙,제 12 조 과오금,"1. 회사는 로열 크리스탈 충전과 관련하여 과오금이 발생한 경우 충전과 동일한 방법으로 과오금 전액을 환불합니다. 다만, 동일한 방법으로 환불이 불가능할 때는 로열 크리스탈로 전환하여 드리며, 이를 사전에 고지합니다."
제 1 장 총칙,제 12 조 과오금,"2. 회사의 귀책사유로 로열 크리스탈 충전의 과오금이 발생한 경우 과오금 전액을 환불합니다. 단, 회원의 귀책사유로 과오금이 발생한 경우, 회사가 과오금을 환불하는데 소요되는 비용은 합리적인 범위 내에서 이용자가 부담하여야 하며, 회사는 해당 비용을 차감 후 과오금을 환불할 수 있습니다."
제 1 장 총칙,제 12 조 과오금,"3. 회사는 회원이 요구하는 과오금에 대하여 환불을 거부할 경우, 정당하게 유료서비스 요금이 부과되었음을 입증할 책임을 부담합니다."
제 1 장 총칙,제 12 조 과오금,4. 회사는 과오금의 세부 환불절차 및 기타 사항에 대하여 다음과 같이 콘텐츠 이용자보호지침이 정하는 바에 따릅니다.
제 1 장 총칙,제 12 조 과오금,"4. 회사는 과오금의 세부 환불절차 및 기타 사항에 대하여 다음과 같이 콘텐츠 이용자보호지침이 정하는 바에 따릅니다.가. 회사나 회원이 과오금의 발생사실을 안 때에는 전화, 전자우편 등 회사가 제시한 방법에 따라 상대방에게 통보"
제 1 장 총칙,제 12 조 과오금,"4. 회사는 과오금의 세부 환불절차 및 기타 사항에 대하여 다음과 같이 콘텐츠 이용자보호지침이 정하는 바에 따릅니다.나. 회사는 회원에게 환불에 필요한 정보를 요청(회원 성명, 결제증빙서류, 전화번호, 환불 요청 계좌 등)"
제 1 장 총칙,제 12 조 과오금,4. 회사는 과오금의 세부 환불절차 및 기타 사항에 대하여 다음과 같이 콘텐츠 이용자보호지침이 정하는 바에 따릅니다.다. 회원은 환불에 필요한 나.호의 정보를 회사에 제공
제 1 장 총칙,제 12 조 과오금,4. 회사는 과오금의 세부 환불절차 및 기타 사항에 대하여 다음과 같이 콘텐츠 이용자보호지침이 정하는 바에 따릅니다.라. 회사는 이용자의 정보 제공일로부터 7일 이내 환불 처리(회원의 명시적 의사표시가 있는 경우 로열 크리스탈로 제공)
제 1 장 총칙,제13조 (개인정보의 보호),1. 회사는 회원의 정보를 본 약관 상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.
제 1 장 총칙,제13조 (개인정보의 보호),1. 회사는 회원의 정보를 본 약관 상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.가. 서비스 제공에 따른 요금 정산을 위하여 필요한 경우
제 1 장 총칙,제13조 (개인정보의 보호),"1. 회사는 회원의 정보를 본 약관 상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.나. 통계작성, 학술연구 또는 시장조사를 위하여 필요한 경우로서 특정 개인을 알아볼 수 없는 형태로 가공하여 제공하는 경우"
제 1 장 총칙,제13조 (개인정보의 보호),"1. 회사는 회원의 정보를 본 약관 상의 서비스 제공을 위한 목적으로만 사용하며 본인의 사전 동의 없이 제 3 자에게 누설 또는 배포할 수 없습니다. 그러나 다음 각 호에 해당하는 경우에는 그렇지 않습니다.다. 기타 관계법령에서 정한 절차에 따른 요청이 있거나, 관계법령에 특별한 규정이 있는 경우"
제 1 장 총칙,제13조 (개인정보의 보호),2. 기타 개인정보 보호와 관련된 사항은 회사의 '개인정보 처리방침' 에 따릅니다.
제 1 장 총칙,제14조 (회사의 의무),회사는 제 18조 상의 면책조항에 해당하지 않는 범위에서 서비스를 정상적으로 이행하여야 합니다.
제 1 장 총칙,제15조 (서비스의 이용제한),다음의 각 항에 해당하는 행위를 하는 경우에 회사는 게임서비스의 이용을 제한하거나 정지 또는 계정을 삭제 (회수) 할 수 있습니다.
제 1 장 총칙,제15조 (서비스의 이용제한),다음의 각 항에 해당하는 행위를 하는 경우에 회사는 게임서비스의 이용을 제한하거나 정지 또는 계정을 삭제 (회수) 할 수 있습니다.가. 해킹 또는 기타 시스템에 무리를 주는 행위
제 1 장 총칙,제15조 (서비스의 이용제한),"다음의 각 항에 해당하는 행위를 하는 경우에 회사는 게임서비스의 이용을 제한하거나 정지 또는 계정을 삭제 (회수) 할 수 있습니다.나. 서비스에 대한 권리를 제 3 자에게 양도, 매매하는 행위"
제 1 장 총칙,제15조 (서비스의 이용제한),"다음의 각 항에 해당하는 행위를 하는 경우에 회사는 게임서비스의 이용을 제한하거나 정지 또는 계정을 삭제 (회수) 할 수 있습니다.다. 결제에 있어 그 결제수단을 위, 변조, 도용하거나 부정취득 또는 사용하는 행위"
제 1 장 총칙,제15조 (서비스의 이용제한),다음의 각 항에 해당하는 행위를 하는 경우에 회사는 게임서비스의 이용을 제한하거나 정지 또는 계정을 삭제 (회수) 할 수 있습니다.라. 기타 위의 상황에 준하는 행위
제 1 장 총칙,제16조 (서비스 제공의 중지),1. 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.
제 1 장 총칙,제16조 (서비스 제공의 중지),1. 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.가. 서비스용 설비의 보수 등 공사로 인한 부득이한 경우
제 1 장 총칙,제16조 (서비스 제공의 중지),1. 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.나. 전기통신사업법에 규정된 기간통신사업자가 전기통신서비스를 중지했을 경우
제 1 장 총칙,제16조 (서비스 제공의 중지),1. 회사는 다음 각 호에 해당하는 경우 서비스 제공을 중지할 수 있습니다.다. 기타 불가항력적 사유가 있는 경우
제 1 장 총칙,제16조 (서비스 제공의 중지),"2. 회사는 국가비상사태, 정전, 서비스 설비의 장애 또는 서비스 이용의 폭주 등으로 정상적인 서비스 이용에 지장이 있는 때에는 서비스의 전부 또는 일부를 제한하거나 정지할 수 있습니다."
제 1 장 총칙,제17조 (로열 크리스탈 및 마일리지와 사이버 자산),1. 회사의 게임서비스를 이용하면서 생성 또는 취득 되는 모든 콘텐츠는 게임 등의 서비스 이용을 위한 무형의 도구이며 화폐가 아닙니다. 이 무형의 도구에 대한 일체의 권리는 회사에 있습니다.
제 1 장 총칙,제17조 (로열 크리스탈 및 마일리지와 사이버 자산),2. 회사는 개인간의 로열 크리스탈이나 게임내의 콘텐츠에 대한 거래를 인정하지 않습니다.
제 1 장 총칙,제17조 (로열 크리스탈 및 마일리지와 사이버 자산),"3. 회사는 서비스 운영의 필요상 회원 콘텐츠 자산의 일부 또는 전부를 조정할 수 있습니다. 단, 이 경우에는 그 사유 및 내용을 회원에게 공개합니다."
제 1 장 총칙,제18조 (면책조항),1. 회사는 천재지변 또는 이에 준하는 불가항력으로 인하여 서비스를 제공할 수 없는 경우에는 서비스 제공에 관한 책임이 면제됩니다.
제 1 장 총칙,제18조 (면책조항),2. 회사는 회원의 귀책사유로 인한 서비스 이용의 장애에 대하여 책임을 지지 않습니다.
제 1 장 총칙,제18조 (면책조항),3. 회사는 회원이 서비스를 이용하여 기대하는 수익을 상실한 것에 대하여 책임을 지지 않으며 그밖에 서비스를 통하여 얻은 자료로 인한 손해에 관하여 책임을 지지 않습니다.
제 1 장 총칙,제18조 (면책조항),"4. 회사는 회원이 서비스에 게재한 정보, 자료, 사실의 신뢰도, 정확성 등 내용에 관하여는 책임을 지지 않습니다."
제 1 장 총칙,제18조 (면책조항),"5. 회사는 관련 법령, 정부 정책 등에 따라 서비스 또는 회원에 따라 서비스 이용시간을 제한할 수 있으며, 이러한 제한 사항 및 제한에 따라 발생하는 게임 이용 관련 제반 사항에 대해서는 책임을 부담하지 않습니다."
제 1 장 총칙,제19조 (분쟁의 해결),1. 회사는 회원의 편의를 고려하여 회원의 의견이나 불만을 제시하는 방법을 게임 초기 화면이나 홈페이지에서 안내합니다. 회사는 이러한 회원의 의견이나 불만을 처리하기 위한 전담조직을 운영합니다.
제 1 장 총칙,제19조 (분쟁의 해결),"2. 회사는 회원으로부터 제기되는 의견이나 불만이 정당하다고 객관적으로 인정될 경우에는 합리적인 기간 내에 이를 신속하게 처리합니다. 다만, 처리에 장기간이 소요되는 경우에는 회원에게 장기간이 소요되는 사유와 처리일정을 홈페이지에 공지하거나 전자우편, 전화 또는 서면 등으로 통지합니다."
제 1 장 총칙,제19조 (분쟁의 해결),"3. 회사와 회원간에 분쟁이 발생하여 제3의 분쟁조정기관이 조정할 경우 회사는 이용제한 등 회원에게 조치한 사항을 성실히 증명하고, 조정기관의 조정에 따를 수 있습니다."
제 1 장 총칙,제20조 (재판권 및 준거법),"1. 본 약관은 대한민국 법률에 따라 규율 되고 해석되며, 회사와 회원은 서비스와 관련하여 발생한 분쟁을 원만하게 해결하기 위하여 필요한 모든 노력을 하여야 합니다."
제 1 장 총칙,제20조 (재판권 및 준거법),"2. 전 항의 노력에도 불고하고 소송이 제기될 경우, 대한민국 법령에 정한 절차에 따르며. 제소 당시의 단, 회원의 주소나 거소가 대한민국 이외의 지역에 있는 경우는 서울중앙지방법원을 전속적 관할 법원으로 합니다."
